smiles,output_class,output_reg,compound_id,parent_chemblid,target_protein_id,target_chembl_id,uniprot_id,count,parent_pref_name,max_phase,first_approval,usan_year
COc1cc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3F)s2)ccc1OC(F)F,1.0；0.99999964；0.9903175；0.9924424；0.9704193；0.99986184,9.060204；9.226399；9.16895；9.447224；9.73569；9.116641,d255376,CHEMBL5090179,tp0013；tp0077；tp0183；tp0430；tp0633；tp0713,CHEMBL249；CHEMBL1821；CHEMBL2093863;CHEMBL291；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；P08173；Q08493;Q08493；P30874；Q16602;Q16602；Q16739,6,,,,
CCCCCN(C)CNCC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1ccnc(NCc2nonc2C)c1=O,0.97237206；0.8971831；0.84740674；0.99692047；0.5028614；0.61870366,9.154139；9.217333；9.209627；9.224268；9.178439；9.1075735,d283111,CHEMBL181623,tp0084；tp0539；tp0589；tp0615；tp0658；tp0713,CHEMBL204；CHEMBL1798；CHEMBL5957；CHEMBL2820；CHEMBL250；CHEMBL2063,P00734；Q9Y271；P21589；P03951；P25105；Q16739,6,,,,
COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN(C(=O)O[C@H]3CN4CCC3CC4)c3cccc(F)c3)s2)cc1OC,1.0；0.99745864；0.9964277；0.80487144；0.9932825；0.9999989,9.263014；9.058172；9.09893；9.117137；9.416097；9.201772,d253850,CHEMBL5084383,tp0077；tp0183；tp0430；tp0539；tp0633；tp0713,CHEMBL1821；CHEMBL2093863;CHEMBL291；CHEMBL1804；CHEMBL1798；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P08173；Q08493;Q08493；P30874；Q9Y271；Q16602;Q16602；Q16739,6,,,,
COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN(C(=O)O[C@H]3CN4CCC3CC4)c3cccc(O)c3)s2)cc1OC,1.0；0.94327545；0.99498653；0.83651257；0.9582249；0.99996156,9.422269；9.20186；9.367193；9.030176；9.485717；9.075895,d254472,CHEMBL5086769,tp0077；tp0183；tp0430；tp0539；tp0633；tp0713,CHEMBL1821；CHEMBL2093863;CHEMBL291；CHEMBL1804；CHEMBL1798；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P08173；Q08493;Q08493；P30874；Q9Y271；Q16602;Q16602；Q16739,6,,,,
COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3F)s2)cc1OC,1.0；0.9945825；0.9977562；0.80198556；0.9916919；0.9999981,9.268221；9.034186；9.152669；9.053469；9.358223；9.055431,d255713,CHEMBL5091461,tp0077；tp0183；tp0430；tp0539；tp0633；tp0713,CHEMBL1821；CHEMBL2093863;CHEMBL291；CHEMBL1804；CHEMBL1798；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P08173；Q08493;Q08493；P30874；Q9Y271；Q16602;Q16602；Q16739,6,,,,
C=CC[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)c1c[nH]c2ccccc12)C(C)(C)C,1.0；0.9999999；0.99682045；0.9803629；1.0；0.99999917,9.022579；9.015459；9.056313；9.130035；9.014757；9.081662,d111940,CHEMBL111798,tp0057；tp0166；tp0228；tp0372；tp0408；tp0409,CHEMBL1944；CHEMBL321；CHEMBL280；CHEMBL1856；CHEMBL4588；CHEMBL4393,P08473；P14780；P45452；P31213；P22894；P39900,6,,,,
C[C@@H]1CCC[C@H](C)N1c1nnc2ccc(O[C@@H]3CC[C@H](NC(=O)Nc4cc(C(C)(C)C)nn4-c4cnn(CCN(C)C)c4)c4ccccc43)cn12,0.9998528；0.99979144；0.97961104；0.5100935；0.9963005；0.8042866,9.047284；9.137546；9.367955；9.291785；9.161435；9.489521,d258490,CHEMBL5174953,tp0013；tp0081；tp0430；tp0539；tp0633；tp0713,CHEMBL249；CHEMBL5936；CHEMBL1804；CHEMBL1798；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；Q9NYK1；P30874；Q9Y271；Q16602;Q16602；Q16739,6,,,,
O=C(O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1)c1ccc(CN(C(=O)O[C@H]2CN3CCC2CC3)c2ccccc2F)s1,0.9999937；0.9999975；0.709799；0.9944935；0.80589724；0.98729265,9.311523；9.082794；9.081976；9.290693；9.833704；9.183989,d255458,CHEMBL5090464,tp0013；tp0077；tp0183；tp0430；tp0633；tp0713,CHEMBL249；CHEMBL1821；CHEMBL2093863;CHEMBL291；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；P08173；Q08493;Q08493；P30874；Q16602;Q16602；Q16739,6,,,,
O=C(O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1)c1cccc(CNC(C(=O)O[C@H]2CN3CCC2CC3)c2ccccc2)c1,1.0；1.0；0.8753685；0.99987495；0.9772239；0.99896604,9.069577；9.24616；9.310579；9.149916；9.41968；9.297667,d254504,CHEMBL5086895,tp0013；tp0077；tp0183；tp0430；tp0633；tp0713,CHEMBL249；CHEMBL1821；CHEMBL2093863;CHEMBL291；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；P08173；Q08493;Q08493；P30874；Q16602;Q16602；Q16739,6,,,,
Cc1ccncc1-c1ccc(C[C@H](C[C@H](O)CN2CCN(C(C)(C)c3ncc(-c4ccc(Cl)cc4)s3)C[C@H]2C(=O)NCC(F)(F)F)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)o1,0.9999965；0.85453165；0.8802856；0.7727588；0.99982184；0.58980185,9.766591；9.215543；9.936426；9.095479；9.133525；9.027155,d296315,CHEMBL372527,tp0013；tp0089；tp0368；tp0539；tp0633；tp0713,CHEMBL249；CHEMBL2094108;CHEMBL272；CHEMBL2366517；CHEMBL1798；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；P49356;P49356；Q9YQ12；Q9Y271；Q16602;Q16602；Q16739,6,,,,
CC(C)(c1ncc(-c2ccc(Cl)cc2)s1)N1CCN(C[C@@H](O)C[C@@H](Cc2cc3cnccc3s2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,0.99985725；0.97358906；0.9516513；0.96666354；0.72335035；0.9976002,9.64647；9.18133；9.138105；9.986947；9.025217；9.224238,d296531,CHEMBL382951,tp0013；tp0082；tp0089；tp0368；tp0539；tp0633,CHEMBL249；CHEMBL244；CHEMBL2094108;CHEMBL272；CHEMBL2366517；CHEMBL1798；CHEMBL3798;CHEMBL2107838,P25103；P00742；P49356;P49356；Q9YQ12；Q9Y271；Q16602;Q16602,6,,,,
COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN(C(=O)O[C@H]3CN4CCC3CC4)c3cccnc3)s2)cc1OC,0.998526；0.9999999；0.9972246；0.8336625；0.99988383；0.9999464,9.05176；9.118551；9.102232；9.052412；9.771469；9.150225,d250853,CHEMBL5069430,tp0183；tp0340；tp0430；tp0539；tp0633；tp0713,CHEMBL2093863;CHEMBL291；CHEMBL274；CHEMBL1804；CHEMBL1798；CHEMBL3798;CHEMBL2107838；CHEMBL2063,Q08493;Q08493；P51681；P30874；Q9Y271；Q16602;Q16602；Q16739,6,,,,
COc1cc(Cc2cnc(/N=C3\C(=O)N(CN4CCN(c5cc6c(cc5F)c(=O)c(C(=O)O)cn6C5CC5)CC4)c4ccc(Cl)cc43)nc2N)cc(OC)c1OC,1.0；0.9999997；0.99967176；1.0；0.9933281,9.273523；9.113457；9.213669；9.017387；9.491737,d061247,CHEMBL2260871,tp0176；tp0186；tp0430；tp0633；tp0743,CHEMBL1628481；CHEMBL5697；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL3028,P35414；Q9GZT9；P30874；Q16602;Q16602；Q96KS0,5,,,,
C[C@H]1CCCCN1c1nnc2ccc(O[C@@H]3CC[C@H](NC(=O)Nc4cc(C(C)(C)C)nn4-c4cnn(CCN(C)C)c4)c4ccccc43)cn12,0.9998492；0.9997816；0.99976635；0.9991728；0.8125321,9.022459；9.186139；9.566162；9.07292；9.553927,d266608,CHEMBL5202475,tp0013；tp0081；tp0430；tp0633；tp0713,CHEMBL249；CHEMBL5936；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；Q9NYK1；P30874；Q16602;Q16602；Q16739,5,,,,
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N3CCC[C@@H]3C(N)=O)c2)c1)c1ccc2c(c1)OCCO2,0.99125004；0.86283433；0.98428553；0.99872094；0.76971734,9.455015；9.091459；9.055939；9.305356；9.011667,d161827,CHEMBL4070346,tp0013；tp0075；tp0176；tp0633；tp0713,CHEMBL249；CHEMBL254；CHEMBL1628481；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；P27815；P35414；Q16602;Q16602；Q16739,5,,,,
CC(C)Oc1cc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3F)s2)ccc1OC(F)F,0.99998933；0.8459717；0.987916；0.8281064；0.98995745,9.175476；9.184573；9.334386；9.998879；9.03043,d254178,CHEMBL5085717,tp0013；tp0183；tp0430；tp0633；tp0713,CHEMBL249；CHEMBL2093863;CHEMBL291；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；Q08493;Q08493；P30874；Q16602;Q16602；Q16739,5,,,,
CCOc1cc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3F)s2)ccc1OC(F)F,0.9999995；0.9402264；0.99486524；0.9482662；0.9995006,9.148911；9.059955；9.254302；9.849229；9.092483,d253952,CHEMBL5084829,tp0013；tp0183；tp0430；tp0633；tp0713,CHEMBL249；CHEMBL2093863;CHEMBL291；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；Q08493;Q08493；P30874；Q16602;Q16602；Q16739,5,,,,
O=C(N[C@@H](c1ccccc1)c1cccc(OCc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)c1)O[C@H]1CN2CCC1CC2,0.9686117；0.99845695；0.99896735；0.9999999；0.9944354,9.256961；9.648999；9.019601；9.676441；9.107094,d240795,CHEMBL4854091,tp0076；tp0077；tp0174；tp0430；tp0713,CHEMBL216；CHEMBL1821；CHEMBL211；CHEMBL1804；CHEMBL2063,P11229；P08173；P08172；P30874；Q16739,5,,,,
Cc1cc(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4cc(O)cc(CN5C[C@@H](C)N[C@@H](C)C5)c4)c3)CC2)nn1C,0.9999924；0.9979439；0.99999696；0.99968594；0.99999857,9.076297；9.107616；9.078436；9.101799；9.324059,d102325,CHEMBL3288025,tp0075；tp0183；tp0430；tp0633；tp0713,CHEMBL254；CHEMBL2093863;CHEMBL291；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P27815；Q08493;Q08493；P30874；Q16602;Q16602；Q16739,5,,,,
CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CNCN1CCC(Cc2ccccc2)CC1)n1ccnc(NCc2nonc2C)c1=O,0.7785941；0.76185906；0.9999588；0.9778843；0.99891293,9.226511；9.079271；9.004889；9.100096；9.2325735,d283047,CHEMBL441118,tp0227；tp0372；tp0430；tp0539；tp0713,CHEMBL1907594;CHEMBL3068；CHEMBL1856；CHEMBL1804；CHEMBL1798；CHEMBL2063,P32297;P32297；P31213；P30874；Q9Y271；Q16739,5,,,,
CC(C)(c1ncc(-c2ccc(Cl)cc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2cc3cnccc3s2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,0.9996977；0.98835886；0.9535426；0.9749254；0.99999726,9.594288；9.024201；9.085652；9.947994；9.4212885,d296438,CHEMBL373039,tp0013；tp0082；tp0089；tp0368；tp0633,CHEMBL249；CHEMBL244；CHEMBL2094108;CHEMBL272；CHEMBL2366517；CHEMBL3798;CHEMBL2107838,P25103；P00742；P49356;P49356；Q9YQ12；Q16602;Q16602,5,,,,
O=C(CC1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1)NO,1.0；1.0；1.0；1.0；0.99976414,9.471945；9.056097；9.560419；9.100403；9.277743,d068307,CHEMBL93687,tp0137；tp0166；tp0228；tp0408；tp0409,CHEMBL333；CHEMBL321；CHEMBL280；CHEMBL4588；CHEMBL4393,P08253；P14780；P45452；P22894；P39900,5,,,,
COC(=O)[C@@H]1CCN(S(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)[C@@H](C(=O)NO)C1,1.0；1.0；1.0；1.0；0.9999935,9.639203；9.414801；9.647495；9.316724；9.194137,d328231,CHEMBL286772,tp0137；tp0166；tp0228；tp0408；tp0409,CHEMBL333；CHEMBL321；CHEMBL280；CHEMBL4588；CHEMBL4393,P08253；P14780；P45452；P22894；P39900,5,,,,
CCCCN(C)CNCC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1ccnc(NCc2nonc2C)c1=O,0.97174567；0.86631596；0.8532151；0.99783695；0.5400596,9.111173；9.024774；9.214369；9.245951；9.045726,d283029,CHEMBL179551,tp0084；tp0539；tp0589；tp0615；tp0713,CHEMBL204；CHEMBL1798；CHEMBL5957；CHEMBL2820；CHEMBL2063,P00734；Q9Y271；P21589；P03951；Q16739,5,,,,
CN1CC(=O)N([C@H]2C[C@H](C(=O)NO)N(S(=O)(=O)c3ccc(Oc4ccccc4)cc3)C2)C1=O,1.0；1.0；1.0；1.0；0.99998903,9.273722；9.022966；9.393407；9.009802；9.099162,d211344,CHEMBL343855,tp0137；tp0166；tp0228；tp0408；tp0409,CHEMBL333；CHEMBL321；CHEMBL280；CHEMBL4588；CHEMBL4393,P08253；P14780；P45452；P22894；P39900,5,,,,
Cc1cc(C)n2ncc(C(=O)N[C@H]3CC[C@@H](NC(=O)c4cc(F)cnc4Oc4cccc(-c5ccc(O)cc5CN5CCOCC5)c4)CC3)c2n1,0.9999717；0.99998；0.9920971；0.99996054；0.99984866,9.122359；9.292952；9.3597975；9.009142；9.0318775,d102306,CHEMBL3288005,tp0075；tp0176；tp0430；tp0633；tp0713,CHEMBL254；CHEMBL1628481；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P27815；P35414；P30874；Q16602;Q16602；Q16739,5,,,,
CO/N=C1/C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)C1,1.0；1.0；1.0；1.0；0.999982,9.866054；9.437223；9.801915；9.386488；9.633677,d232627,CHEMBL150242,tp0137；tp0166；tp0228；tp0408；tp0409,CHEMBL333；CHEMBL321；CHEMBL280；CHEMBL4588；CHEMBL4393,P08253；P14780；P45452；P22894；P39900,5,,,,
COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN(C(=O)O[C@H]3CN4CCC3CC4)c3ccccn3)s2)cc1OC,1.0；0.9997247；0.9981388；0.9999674；0.99999905,9.086863；9.002364；9.01888；9.493551；9.055669,d254036,CHEMBL5085166,tp0077；tp0183；tp0430；tp0633；tp0713,CHEMBL1821；CHEMBL2093863;CHEMBL291；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P08173；Q08493;Q08493；P30874；Q16602;Q16602；Q16739,5,,,,
N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCSCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1,0.9999997；0.9999868；0.99999464；0.9988805；0.9962114,9.493937；9.059269；9.095933；9.209437；9.046075,d379227,CHEMBL601686,tp0003；tp0176；tp0368；tp0633；tp0778,CHEMBL243；CHEMBL1628481；CHEMBL2366517；CHEMBL3798;CHEMBL2107838；CHEMBL2434,Q72874；P35414；Q9YQ12；Q16602;Q16602；P25025,5,,,,
N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCC(F)(F)CC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1,0.99999917；0.999893；0.9999997；0.9999689；0.9994167,9.535864；9.015799；9.23659；9.336749；9.050487,d373894,CHEMBL569444,tp0003；tp0176；tp0368；tp0633；tp0778,CHEMBL243；CHEMBL1628481；CHEMBL2366517；CHEMBL3798;CHEMBL2107838；CHEMBL2434,Q72874；P35414；Q9YQ12；Q16602;Q16602；P25025,5,,,,
Cc1ccc(CCC[C@H](CC(=O)NO)C(=O)N[C@@H](CC2CCCCC2)C(=O)NCCc2ccccc2)cc1,1.0；0.98805016；1.0；0.99999875；0.88446915,9.01258；9.678637；9.253908；9.0045805；9.24544,d025432,CHEMBL312076,tp0166；tp0227；tp0408；tp0463；tp0539,CHEMBL321；CHEMBL1907594;CHEMBL3068；CHEMBL4588；CHEMBL2274；CHEMBL1798,P14780；P32297;P32297；P22894；Q9H228；Q9Y271,5,,,,
CC1(C)SCCCN(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)[C@H]1C(=O)NO,1.0；1.0；0.9999999；1.0；0.9992981,9.470331；9.390392；9.597132；9.427651；9.359826,d190802,CHEMBL140569,tp0137；tp0166；tp0228；tp0408；tp0409,CHEMBL333；CHEMBL321；CHEMBL280；CHEMBL4588；CHEMBL4393,P08253；P14780；P45452；P22894；P39900,5,,,,
CC1(C)SCCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,1.0；0.9999999；0.9999998；1.0；0.9939138,9.480375；9.230092；9.685847；9.385814；9.265533,d191401,CHEMBL140004,tp0137；tp0166；tp0228；tp0408；tp0409,CHEMBL333；CHEMBL321；CHEMBL280；CHEMBL4588；CHEMBL4393,P08253；P14780；P45452；P22894；P39900,5,,,,
CSc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)[C@H]2CC[C@H](N3CC(OC(F)(F)F)C3)CC2)c2ccccc12,0.999993；0.9992827；0.9993642；0.9999797；0.852455,9.08533；9.01746；9.09947；9.484128；9.375117,d220445,CHEMBL4637958,tp0013；tp0430；tp0615；tp0633；tp0713,CHEMBL249；CHEMBL1804；CHEMBL2820；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；P30874；P03951；Q16602;Q16602；Q16739,5,,,,
CSc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)[C@H]2CC[C@H](N3CC(OC4CC4)C3)CC2)c2c(F)cccc12,0.999838；0.9999503；0.98646736；0.9999；0.95154727,9.044836；9.082674；9.29688；9.61501；9.334303,d220314,CHEMBL4637572,tp0013；tp0430；tp0615；tp0633；tp0713,CHEMBL249；CHEMBL1804；CHEMBL2820；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；P30874；P03951；Q16602;Q16602；Q16739,5,,,,
CC(C)(C)O/N=C1/C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)C1,1.0；1.0；1.0；0.9999998；0.9995068,9.565527；9.118216；9.525965；9.012551；9.201025,d233274,CHEMBL357728,tp0137；tp0166；tp0228；tp0408；tp0409,CHEMBL333；CHEMBL321；CHEMBL280；CHEMBL4588；CHEMBL4393,P08253；P14780；P45452；P22894；P39900,5,,,,
COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN(C(=O)O[C@H]3CN4CCC3CC4)c3cccc(C(F)F)c3)s2)cc1OC,1.0；0.995333；0.7995801；0.9991585；0.9999906,9.106882；9.144991；9.0354185；9.497026；9.190329,d252058,CHEMBL5077250,tp0077；tp0430；tp0539；tp0633；tp0713,CHEMBL1821；CHEMBL1804；CHEMBL1798；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P08173；P30874；Q9Y271；Q16602;Q16602；Q16739,5,,,,
CCCCCCNC(=O)/N=C(\N)NCCCc1nnc(N)s1,0.9967845；0.99451363；0.9979807；0.9993887；0.99971646,9.104485；9.707644；9.64039；9.410744；9.581543,d269959,CHEMBL5222529,tp0076；tp0077；tp0153；tp0173；tp0174,CHEMBL216；CHEMBL1821；CHEMBL2094109;CHEMBL2035；CHEMBL245；CHEMBL211,P11229；P08173；P08912;P08912；P20309；P08172,5,,,,
COCCN(C)CCn1cc(-n2nc(C(C)(C)C)cc2NC(=O)N[C@H]2CC[C@@H](Oc3ccc4nnc(N5CCCC[C@@H]5C)n4c3)c3ccccc32)cn1,0.99992675；0.99953043；0.9996543；0.9997072；0.8102218,9.16881；9.151151；9.564043；9.232345；9.683707,d263020,CHEMBL5190010,tp0013；tp0081；tp0430；tp0633；tp0713,CHEMBL249；CHEMBL5936；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；Q9NYK1；P30874；Q16602;Q16602；Q16739,5,,,,
COc1ccc(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)cc1OC,1.0；1.0；1.0；1.0；0.9999998,9.17979；9.512358；9.206088；9.075376；9.3686285,d126575,CHEMBL3585777,tp0250；tp0251；tp0252；tp0257；tp0530,CHEMBL3969；CHEMBL2326；CHEMBL3510；CHEMBL3912；CHEMBL1946;CHEMBL2094268,Q9Y2D0；P43166；Q9ULX7；Q8N1Q1；P49286;P49286,5,,,,
COc1ccc(OC)c(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)c1,1.0；1.0；1.0；1.0；0.9999903,9.350801；9.676894；9.374069；9.307171；9.650694,d126576,CHEMBL3585778,tp0250；tp0251；tp0252；tp0257；tp0530,CHEMBL3969；CHEMBL2326；CHEMBL3510；CHEMBL3912；CHEMBL1946;CHEMBL2094268,Q9Y2D0；P43166；Q9ULX7；Q8N1Q1；P49286;P49286,5,,,,
CC(NC(=O)/N=C(\N)NCCCc1nnc(N)s1)c1cccc(F)c1,0.99999857；0.9999992；0.9999859；0.99999857；0.99999905,9.0455475；9.7320175；9.41511；9.486908；9.056208,d269777,CHEMBL5221974,tp0038；tp0077；tp0153；tp0173；tp0174,CHEMBL223；CHEMBL1821；CHEMBL2094109;CHEMBL2035；CHEMBL245；CHEMBL211,P25100；P08173；P08912;P08912；P20309；P08172,5,,,,
COc1cccc(OC)c1C(C)NS(=O)(=O)NC(=O)OCc1ccccc1,1.0；1.0；1.0；1.0；0.9999989,9.276685；9.512461；9.447315；9.296588；9.605884,d126577,CHEMBL3585779,tp0250；tp0251；tp0252；tp0257；tp0530,CHEMBL3969；CHEMBL2326；CHEMBL3510；CHEMBL3912；CHEMBL1946;CHEMBL2094268,Q9Y2D0；P43166；Q9ULX7；Q8N1Q1；P49286;P49286,5,,,,
COc1ccccc1C(C)NS(=O)(=O)NC(=O)OCc1ccccc1,1.0；1.0；1.0；1.0；0.9999868,9.313848；9.63703；9.410703；9.133928；9.400856,d126573,CHEMBL3585775,tp0250；tp0251；tp0252；tp0257；tp0530,CHEMBL3969；CHEMBL2326；CHEMBL3510；CHEMBL3912；CHEMBL1946;CHEMBL2094268,Q9Y2D0；P43166；Q9ULX7；Q8N1Q1；P49286;P49286,5,,,,
CCN(C)CCn1cc(-n2nc(C(C)(C)C)cc2NC(=O)N[C@H]2CC[C@@H](Oc3ccc4nnc(N5CCCC[C@@H]5C)n4c3)c3ccccc32)cn1,0.9999161；0.9997858；0.9999033；0.99907243；0.80838144,9.082785；9.095546；9.515274；9.156143；9.563682,d265445,CHEMBL5198371,tp0013；tp0081；tp0430；tp0633；tp0713,CHEMBL249；CHEMBL5936；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；Q9NYK1；P30874；Q16602;Q16602；Q16739,5,,,,
CC[C@@H]1c2ccc(-c3cnc([C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C4CCOCC4)[nH]3)cc2Oc2ccc3cc(-c4cnc([C@@H]5CCCN5C[C@@H](NC(=O)OC)C5CCOCC5)[nH]4)ccc3c21,0.9998112；0.9999983；0.9999922；0.7122709,9.632184；9.602228；9.533018；9.357745,d209189,CHEMBL4543823,tp0013；tp0430；tp0633；tp0713,CHEMBL249；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；P30874；Q16602;Q16602；Q16739,4,,,,
COc1ccc(C(=O)CCCCNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC(=O)NO)CC(C)C)cc1,1.0；0.7757811；1.0；0.80885047,9.136072；9.269241；9.174895；9.144862,d123106,CHEMBL113894,tp0166；tp0227；tp0408；tp0539,CHEMBL321；CHEMBL1907594;CHEMBL3068；CHEMBL4588；CHEMBL1798,P14780；P32297;P32297；P22894；Q9Y271,4,,,,
CC(C)(c1ncc(-c2ccc(Cl)cc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2cc3ccncc3o2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,0.9999126；0.94465554；0.96372986；0.99997663,9.420294；9.143084；9.689433；9.172148,d296495,CHEMBL381630,tp0013；tp0089；tp0368；tp0633,CHEMBL249；CHEMBL2094108;CHEMBL272；CHEMBL2366517；CHEMBL3798;CHEMBL2107838,P25103；P49356;P49356；Q9YQ12；Q16602;Q16602,4,,,,
CCC1(CC)c2ccc(-c3cnc([C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C4CCOCC4)[nH]3)cc2Oc2ccc3cc(-c4cnc([C@@H]5CCCN5C[C@@H](NC(=O)OC)C5CCOCC5)[nH]4)ccc3c21,0.99974614；0.99883854；0.99995834；0.73630553,9.473257；9.251165；9.649686；9.320221,d210602,CHEMBL4552270,tp0013；tp0430；tp0633；tp0713,CHEMBL249；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；P30874；Q16602;Q16602；Q16739,4,,,,
CCC1(CC)c2ccc(-c3cnc([C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C4CCOCC4)[nH]3)cc2Oc2cc3ccc(-c4cnc([C@@H]5CCCN5C[C@@H](NC(=O)OC)C5CCOCC5)[nH]4)cc3cc21,0.99972475；0.9999571；0.9999936；0.7902936,9.266703；9.278273；9.5070915；9.2817335,d215361,CHEMBL4580295,tp0013；tp0430；tp0633；tp0713,CHEMBL249；CHEMBL1804；CHEMBL3798;CHEMBL2107838；CHEMBL2063,P25103；P30874；Q16602;Q16602；Q16739,4,,,,
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nc2)c(=O)n3Cc2c(F)cccc2F)cc1,0.99999344；0.9911701；0.8590163；0.601246,9.0260315；9.658993；9.067153；9.057017,d017813,CHEMBL1800158,tp0082；tp0176；tp0743；tp0745,CHEMBL244；CHEMBL1628481；CHEMBL3028；CHEMBL3514,P00742；P35414；Q96KS0；Q13093,4,,,,
